Shipment_ID,Date,Origin_Port,Destination_Port,Carrier,Weather_En_Route,Container_Weight_Tons,Port_Congestion_Index,Route_Distance_NM,Is_Delayed,Delay_Days
SHP-17822,2025-08-28,Dubai,Los Angeles,Hapag-Lloyd,Clear,19.83,0.32,11504,0,0
SHP-17823,2025-09-29,Hamburg,Los Angeles,Maersk,Clear,28.16,0.94,4073,1,7
SHP-17824,2025-12-04,Dubai,Shanghai,Hapag-Lloyd,Clear,28.7,0.95,10376,0,0
SHP-17825,2025-09-28,Singapore,Shanghai,COSCO,Clear,13.93,0.32,10577,0,0
SHP-17826,2025-02-28,Dubai,Los Angeles,COSCO,Rain,10.92,0.6,8153,0,0
SHP-17827,2025-01-13,Rotterdam,Shanghai,MSC,Rain,19.04,0.96,9296,0,0
SHP-17828,2025-01-06,Singapore,Dubai,COSCO,Clear,27.32,0.97,7959,0,0
SHP-17829,2025-03-31,Shanghai,Hamburg,COSCO,Rain,28.59,0.33,3782,1,7
SHP-17830,2025-03-27,Hamburg,Los Angeles,Maersk,Typhoon,25.97,0.52,11737,0,0
SHP-17831,2025-02-27,Los Angeles,Hamburg,Evergreen,Clear,13.34,0.18,5012,0,0
SHP-17832,2025-06-17,Hamburg,Dubai,COSCO,Clear,11.25,0.36,4742,0,0
SHP-17833,2025-01-24,Dubai,Singapore,MSC,Clear,20.09,0.98,10220,1,14
SHP-17834,2025-09-20,Dubai,Hamburg,MSC,Clear,22.77,0.93,8536,0,0
SHP-17835,2025-12-01,Singapore,Dubai,Hapag-Lloyd,Typhoon,10.5,0.74,10070,1,3
SHP-17836,2025-11-04,Los Angeles,Shanghai,Evergreen,Clear,20.67,0.65,8846,0,0
SHP-17837,2025-04-15,Rotterdam,Dubai,Hapag-Lloyd,Typhoon,11.85,0.22,6119,1,14
SHP-17838,2025-06-06,Dubai,Rotterdam,Maersk,Clear,11.94,0.26,10356,0,0
SHP-17839,2025-06-12,Singapore,Dubai,MSC,Rain,20.55,0.92,8951,0,0
SHP-17840,2025-05-30,Los Angeles,Singapore,Hapag-Lloyd,Rain,27.69,0.4,6607,0,0
SHP-17841,2025-07-07,Singapore,Rotterdam,Maersk,Clear,22.35,0.36,9862,0,0
SHP-17842,2025-08-09,Shanghai,Rotterdam,Hapag-Lloyd,Storm,28.76,0.96,4271,1,3
SHP-17843,2025-12-21,Rotterdam,Singapore,COSCO,Clear,24.41,0.47,5777,0,0
SHP-17844,2025-11-07,Dubai,Hamburg,Maersk,Fog,11.75,0.11,5175,0,0
SHP-17845,2025-06-20,Hamburg,Los Angeles,Evergreen,Rain,16.86,0.21,11137,1,11
SHP-17846,2025-10-21,Rotterdam,Dubai,Evergreen,Rain,25.69,0.27,6949,1,12
SHP-17847,2025-04-13,Singapore,Hamburg,COSCO,Typhoon,29.63,0.92,10952,1,7
SHP-17848,2025-09-10,Singapore,Shanghai,MSC,Rain,23.58,0.48,9578,0,0
SHP-17849,2025-01-20,Los Angeles,Hamburg,Maersk,Fog,11.95,0.52,6154,0,0
SHP-17850,2025-07-23,Shanghai,Los Angeles,Maersk,Clear,15.26,0.24,7361,0,0
SHP-17851,2025-06-04,Hamburg,Los Angeles,MSC,Rain,17.51,0.25,7168,1,3
SHP-17852,2025-12-13,Singapore,Hamburg,COSCO,Rain,11.94,0.39,5214,0,0
SHP-17853,2025-10-04,Shanghai,Singapore,Evergreen,Clear,22.96,0.42,10636,1,4
SHP-17854,2025-05-11,Rotterdam,Hamburg,MSC,Clear,22.1,0.28,3459,0,0
SHP-17855,2025-01-08,Los Angeles,Hamburg,Maersk,Fog,17.44,0.67,7173,0,0
SHP-17856,2025-09-27,Hamburg,Dubai,Evergreen,Clear,14.59,0.88,9013,0,0
SHP-17857,2025-06-30,Hamburg,Los Angeles,Maersk,Rain,11.51,0.29,4764,0,0
SHP-17858,2025-04-28,Singapore,Rotterdam,COSCO,Clear,19.46,0.79,3181,0,0
SHP-17859,2025-05-08,Rotterdam,Los Angeles,Maersk,Rain,25.22,0.61,10979,0,0
SHP-17860,2025-06-13,Shanghai,Los Angeles,Maersk,Rain,21.98,0.56,9935,0,0
SHP-17861,2025-09-04,Los Angeles,Rotterdam,Maersk,Clear,14.18,0.18,11495,1,12
SHP-17862,2025-10-03,Shanghai,Dubai,COSCO,Typhoon,24.01,0.55,6214,1,12
SHP-17863,2025-01-13,Shanghai,Singapore,Maersk,Clear,22.01,0.52,6221,0,0
SHP-17864,2025-05-26,Los Angeles,Hamburg,COSCO,Clear,17.31,0.51,11429,0,0
SHP-17865,2025-12-27,Dubai,Singapore,Hapag-Lloyd,Clear,27.62,0.4,3631,0,0
SHP-17866,2025-08-29,Hamburg,Dubai,Evergreen,Rain,14.71,0.23,7424,0,0
SHP-17867,2025-12-08,Singapore,Shanghai,COSCO,Storm,26.47,0.44,4621,0,0
SHP-17868,2025-02-10,Rotterdam,Shanghai,COSCO,Clear,27.85,0.75,5478,0,0
SHP-17869,2025-04-18,Dubai,Rotterdam,Hapag-Lloyd,Clear,17.69,0.63,4641,0,0
SHP-17870,2025-12-31,Singapore,Hamburg,Maersk,Rain,13.42,0.55,9395,0,0
SHP-17871,2025-12-20,Los Angeles,Shanghai,Maersk,Clear,12.74,0.37,5745,0,0
SHP-17872,2025-02-08,Los Angeles,Singapore,MSC,Clear,14.94,0.35,10717,0,0
SHP-17873,2025-12-25,Los Angeles,Dubai,MSC,Clear,16.99,0.43,7624,0,0
SHP-17874,2025-10-29,Shanghai,Rotterdam,COSCO,Clear,13.1,0.62,3633,0,0
SHP-17875,2025-02-22,Shanghai,Rotterdam,Maersk,Clear,26.41,0.39,8357,0,0
SHP-17876,2025-08-10,Los Angeles,Singapore,Evergreen,Fog,17.43,0.37,3758,0,0
SHP-17877,2025-06-06,Dubai,Los Angeles,MSC,Clear,11.31,0.76,5885,1,12
SHP-17878,2025-08-30,Shanghai,Rotterdam,MSC,Clear,11.88,0.39,4500,0,0
SHP-17879,2025-04-23,Los Angeles,Shanghai,Hapag-Lloyd,Clear,17.84,0.87,3589,0,0
SHP-17880,2025-08-10,Dubai,Rotterdam,Maersk,Clear,11.33,0.91,9534,0,0
SHP-17881,2025-06-23,Los Angeles,Dubai,COSCO,Clear,16.42,0.27,7961,0,0
SHP-17882,2025-11-19,Hamburg,Rotterdam,Evergreen,Rain,15.1,0.96,7479,1,2
SHP-17883,2025-08-12,Hamburg,Rotterdam,Hapag-Lloyd,Rain,20.63,0.25,5818,0,0
SHP-17884,2025-07-23,Hamburg,Dubai,Maersk,Clear,10.65,0.42,4535,0,0
SHP-17885,2025-07-06,Shanghai,Los Angeles,COSCO,Storm,11.56,0.41,3138,0,0
SHP-17886,2025-02-02,Singapore,Shanghai,COSCO,Clear,17.85,0.95,7627,0,0
SHP-17887,2025-03-22,Singapore,Hamburg,Evergreen,Rain,12.84,0.96,11791,1,9
SHP-17888,2025-11-25,Singapore,Hamburg,Maersk,Clear,10.51,0.48,8521,0,0
SHP-17889,2025-03-29,Singapore,Los Angeles,Maersk,Clear,20.05,0.76,6082,1,3
SHP-17890,2025-10-13,Dubai,Singapore,COSCO,Storm,16.6,0.58,3545,1,10
SHP-17891,2025-04-06,Hamburg,Rotterdam,COSCO,Rain,15.28,0.27,7704,0,0
SHP-17892,2025-04-29,Dubai,Shanghai,Maersk,Clear,24.62,0.17,7060,0,0
SHP-17893,2025-06-16,Rotterdam,Dubai,MSC,Clear,29.78,0.23,11395,0,0
SHP-17894,2025-09-13,Los Angeles,Singapore,Evergreen,Clear,13.03,0.33,6690,1,4
SHP-17895,2025-03-19,Hamburg,Singapore,MSC,Rain,18.08,0.63,6888,0,0
SHP-17896,2025-11-30,Los Angeles,Hamburg,COSCO,Clear,10.13,0.15,8500,0,0
SHP-17897,2025-10-16,Dubai,Shanghai,COSCO,Rain,19.53,0.78,7049,1,10
SHP-17898,2025-06-02,Dubai,Los Angeles,MSC,Clear,17.96,0.89,11776,0,0
SHP-17899,2025-07-22,Dubai,Hamburg,Evergreen,Typhoon,28.8,0.83,9553,1,9
SHP-17900,2025-08-01,Singapore,Los Angeles,Maersk,Clear,16.32,0.14,4367,0,0
SHP-17901,2025-05-18,Rotterdam,Hamburg,MSC,Clear,25.06,0.42,7441,0,0
SHP-17902,2025-04-03,Shanghai,Rotterdam,COSCO,Rain,29.58,0.55,10167,1,5
SHP-17903,2025-03-22,Dubai,Singapore,MSC,Clear,14.53,0.48,7118,0,0
SHP-17904,2025-09-27,Singapore,Rotterdam,Maersk,Rain,28.39,0.22,3490,0,0
SHP-17905,2025-08-13,Dubai,Singapore,MSC,Clear,16.39,0.16,7590,0,0
SHP-17906,2025-04-24,Hamburg,Dubai,Evergreen,Rain,29.13,0.13,9170,0,0
SHP-17907,2025-10-02,Shanghai,Hamburg,COSCO,Clear,25.67,0.47,7736,0,0
SHP-17908,2025-08-13,Dubai,Rotterdam,MSC,Storm,15.17,0.64,4069,1,11
SHP-17909,2025-07-31,Singapore,Los Angeles,Maersk,Rain,11.51,0.33,6725,0,0
SHP-17910,2025-09-15,Hamburg,Rotterdam,MSC,Clear,24.05,0.5,8872,0,0
SHP-17911,2025-09-14,Rotterdam,Dubai,COSCO,Clear,29.46,0.1,8423,0,0
SHP-17912,2025-07-21,Singapore,Rotterdam,COSCO,Rain,15.91,0.35,3279,0,0
SHP-17913,2025-01-07,Los Angeles,Dubai,MSC,Clear,23.63,0.43,7168,0,0
SHP-17914,2025-11-11,Shanghai,Rotterdam,Evergreen,Clear,22.63,0.26,8895,0,0
SHP-17915,2025-11-13,Rotterdam,Dubai,Maersk,Clear,16.4,0.97,8697,0,0
SHP-17916,2025-01-20,Hamburg,Los Angeles,COSCO,Fog,29.53,0.53,10921,1,12
SHP-17917,2025-01-28,Rotterdam,Singapore,COSCO,Rain,20.58,0.9,10447,1,8
SHP-17918,2026-01-01,Los Angeles,Hamburg,Evergreen,Clear,15.34,0.16,9545,0,0
SHP-17919,2025-04-12,Rotterdam,Dubai,Hapag-Lloyd,Rain,21.58,0.31,3985,0,0
SHP-17920,2025-04-26,Rotterdam,Los Angeles,Evergreen,Rain,15.24,0.34,6965,0,0
SHP-17921,2025-07-23,Hamburg,Shanghai,Evergreen,Rain,25.49,0.61,10055,0,0
SHP-17922,2025-02-20,Singapore,Rotterdam,Evergreen,Clear,26.4,0.26,7744,1,13
SHP-17923,2025-05-24,Rotterdam,Shanghai,Evergreen,Clear,27.26,0.84,10557,1,3
SHP-17924,2025-05-30,Hamburg,Los Angeles,COSCO,Clear,27.06,0.26,3129,0,0
SHP-17925,2025-09-03,Los Angeles,Rotterdam,Hapag-Lloyd,Clear,23.71,0.52,10107,1,14
SHP-17926,2025-08-13,Dubai,Singapore,Maersk,Clear,26.85,0.9,5649,0,0
SHP-17927,2025-06-16,Hamburg,Dubai,COSCO,Rain,20.34,0.46,4195,0,0
SHP-17928,2025-09-16,Los Angeles,Singapore,COSCO,Fog,13.76,0.33,3643,0,0
SHP-17929,2025-02-27,Hamburg,Dubai,Maersk,Clear,10.62,0.98,9645,0,0
SHP-17930,2025-06-28,Rotterdam,Dubai,Hapag-Lloyd,Typhoon,27.42,0.68,5698,0,0
SHP-17931,2025-12-11,Los Angeles,Rotterdam,Hapag-Lloyd,Storm,14.5,0.86,7676,1,12
SHP-17932,2025-07-18,Singapore,Los Angeles,Evergreen,Rain,22.22,0.38,8358,1,3
SHP-17933,2025-03-07,Singapore,Shanghai,MSC,Clear,11.3,0.33,11537,0,0
SHP-17934,2025-05-27,Los Angeles,Shanghai,Hapag-Lloyd,Clear,19.11,0.45,5924,1,3
SHP-17935,2025-10-30,Singapore,Rotterdam,MSC,Clear,10.84,0.63,11793,0,0
SHP-17936,2025-09-30,Los Angeles,Shanghai,Hapag-Lloyd,Clear,13.9,0.71,6720,1,6
SHP-17937,2025-10-26,Rotterdam,Hamburg,Maersk,Clear,16.91,0.81,3012,0,0
SHP-17938,2025-09-30,Dubai,Rotterdam,Evergreen,Clear,11.46,0.24,3622,0,0
SHP-17939,2025-08-05,Los Angeles,Hamburg,MSC,Rain,24.89,0.91,4469,1,10
SHP-17940,2025-06-16,Dubai,Singapore,Evergreen,Clear,15.74,0.45,8315,1,7
SHP-17941,2025-07-23,Los Angeles,Singapore,MSC,Rain,25.26,0.68,4693,0,0
SHP-17942,2025-10-02,Rotterdam,Singapore,Maersk,Storm,25.06,0.5,11637,0,0
SHP-17943,2025-07-14,Rotterdam,Dubai,Evergreen,Clear,26.36,0.73,10313,0,0
SHP-17944,2025-03-17,Rotterdam,Los Angeles,Maersk,Clear,16.74,0.18,4155,0,0
SHP-17945,2025-11-29,Los Angeles,Singapore,Hapag-Lloyd,Clear,10.33,0.13,7737,0,0
SHP-17946,2025-09-30,Dubai,Los Angeles,Hapag-Lloyd,Clear,22.19,0.86,6492,0,0
SHP-17947,2025-04-10,Los Angeles,Singapore,Maersk,Rain,13.18,0.46,8498,0,0
SHP-17948,2025-11-11,Hamburg,Dubai,Hapag-Lloyd,Clear,18.31,0.39,9056,0,0
SHP-17949,2025-10-18,Rotterdam,Hamburg,Hapag-Lloyd,Rain,16.59,0.47,5256,0,0
SHP-17950,2025-08-29,Singapore,Hamburg,Maersk,Clear,22.41,0.81,9741,0,0
SHP-17951,2025-03-07,Los Angeles,Shanghai,Hapag-Lloyd,Rain,21.03,0.36,10094,0,0
SHP-17952,2025-10-20,Rotterdam,Hamburg,MSC,Clear,23.24,0.63,3053,0,0
SHP-17953,2025-02-17,Singapore,Rotterdam,MSC,Rain,23.51,0.56,7116,0,0
SHP-17954,2025-06-13,Rotterdam,Dubai,MSC,Clear,27.61,0.7,6443,0,0
SHP-17955,2025-02-20,Dubai,Hamburg,MSC,Typhoon,23.4,0.85,11343,1,14
SHP-17956,2025-05-28,Dubai,Singapore,Maersk,Clear,17.81,0.72,6409,0,0
SHP-17957,2025-08-27,Hamburg,Los Angeles,Hapag-Lloyd,Rain,18.2,0.32,6846,0,0
SHP-17958,2025-09-13,Shanghai,Rotterdam,Maersk,Clear,12.44,0.4,6513,0,0
SHP-17959,2025-10-09,Dubai,Singapore,Hapag-Lloyd,Fog,16.86,0.33,4441,0,0
SHP-17960,2025-03-16,Singapore,Rotterdam,Hapag-Lloyd,Fog,18.29,0.58,11588,0,0
SHP-17961,2025-03-23,Hamburg,Dubai,Hapag-Lloyd,Fog,14.81,0.9,6159,0,0
SHP-17962,2025-06-27,Dubai,Hamburg,Evergreen,Rain,22.72,0.58,6193,1,5
SHP-17963,2025-04-29,Dubai,Rotterdam,MSC,Clear,20.37,0.33,11407,0,0
SHP-17964,2025-01-18,Rotterdam,Hamburg,COSCO,Clear,18.11,0.86,8736,0,0
SHP-17965,2025-02-07,Hamburg,Rotterdam,COSCO,Rain,18.51,0.5,3058,0,0
SHP-17966,2025-08-12,Dubai,Los Angeles,MSC,Clear,11.48,0.49,4808,0,0
SHP-17967,2025-01-17,Singapore,Shanghai,COSCO,Rain,26.94,0.11,9709,0,0
SHP-17968,2025-12-10,Dubai,Singapore,Hapag-Lloyd,Clear,29.77,0.57,3105,0,0
SHP-17969,2025-06-22,Shanghai,Dubai,COSCO,Fog,21.6,0.98,3251,0,0
SHP-17970,2025-10-23,Rotterdam,Dubai,Maersk,Clear,17.49,0.23,11098,0,0
SHP-17971,2025-09-30,Los Angeles,Rotterdam,Maersk,Clear,18.29,0.61,11050,0,0
SHP-17972,2025-01-05,Hamburg,Los Angeles,MSC,Clear,29.8,0.49,9321,1,3
SHP-17973,2025-03-23,Singapore,Hamburg,COSCO,Rain,28.06,0.66,9613,0,0
SHP-17974,2025-04-05,Los Angeles,Singapore,COSCO,Clear,23.34,0.75,4121,0,0
SHP-17975,2025-08-25,Hamburg,Los Angeles,COSCO,Clear,11.02,0.95,8026,0,0
SHP-17976,2025-03-27,Hamburg,Rotterdam,COSCO,Fog,25.95,0.4,8180,0,0
SHP-17977,2025-05-09,Hamburg,Dubai,Evergreen,Rain,24.14,0.77,7177,0,0
SHP-17978,2025-06-13,Hamburg,Shanghai,COSCO,Clear,16.14,0.21,7681,0,0
SHP-17979,2025-03-04,Shanghai,Los Angeles,Maersk,Clear,11.4,0.58,6585,0,0
SHP-17980,2025-03-12,Hamburg,Shanghai,Maersk,Clear,22.68,0.39,7711,0,0
SHP-17981,2025-08-21,Shanghai,Singapore,Maersk,Clear,24.36,0.38,5352,0,0
SHP-17982,2025-01-28,Dubai,Rotterdam,MSC,Clear,23.0,0.21,6214,0,0
SHP-17983,2025-07-02,Los Angeles,Hamburg,Evergreen,Rain,24.19,0.81,11583,0,0
SHP-17984,2025-01-19,Rotterdam,Singapore,COSCO,Clear,28.25,0.9,4604,0,0
SHP-17985,2025-07-21,Hamburg,Los Angeles,Hapag-Lloyd,Clear,20.75,0.98,9486,0,0
SHP-17986,2025-09-05,Los Angeles,Singapore,COSCO,Clear,14.3,0.35,10204,0,0
SHP-17987,2025-05-26,Los Angeles,Rotterdam,COSCO,Clear,21.27,0.12,4365,0,0
SHP-17988,2025-09-24,Los Angeles,Singapore,Hapag-Lloyd,Rain,10.04,0.19,4725,0,0
SHP-17989,2025-09-22,Singapore,Rotterdam,MSC,Clear,17.05,0.74,9961,0,0
SHP-17990,2025-06-27,Rotterdam,Hamburg,MSC,Rain,19.05,0.3,11019,1,8
SHP-17991,2025-10-30,Rotterdam,Singapore,MSC,Rain,20.75,0.94,6206,0,0
SHP-17992,2025-10-07,Dubai,Hamburg,MSC,Clear,15.48,0.64,5250,0,0
SHP-17993,2025-12-20,Los Angeles,Dubai,Hapag-Lloyd,Clear,11.96,0.79,7071,0,0
SHP-17994,2025-08-16,Rotterdam,Dubai,Evergreen,Typhoon,27.75,0.85,4513,1,6
SHP-17995,2025-04-15,Hamburg,Los Angeles,Maersk,Clear,15.83,0.53,3513,0,0
SHP-17996,2025-06-15,Singapore,Dubai,MSC,Rain,12.81,0.19,5462,1,11
SHP-17997,2025-10-08,Hamburg,Shanghai,Evergreen,Clear,24.96,0.91,9597,1,11
SHP-17998,2025-12-28,Los Angeles,Hamburg,Evergreen,Typhoon,26.36,0.22,6976,1,9
SHP-17999,2025-08-06,Los Angeles,Hamburg,COSCO,Rain,13.48,0.35,10877,0,0
SHP-18000,2025-05-27,Los Angeles,Hamburg,Hapag-Lloyd,Clear,17.85,0.15,4416,0,0
SHP-18001,2025-02-22,Los Angeles,Shanghai,Hapag-Lloyd,Clear,22.73,0.22,10709,0,0
SHP-18002,2025-07-12,Shanghai,Singapore,COSCO,Clear,10.33,0.72,9525,0,0
SHP-18003,2025-05-06,Dubai,Shanghai,COSCO,Fog,14.71,0.83,11207,1,12
SHP-18004,2025-04-15,Hamburg,Dubai,Maersk,Clear,26.83,0.4,9355,0,0
SHP-18005,2025-05-10,Los Angeles,Rotterdam,COSCO,Clear,19.62,0.4,10761,0,0
SHP-18006,2025-03-14,Rotterdam,Singapore,COSCO,Clear,16.0,0.85,6179,0,0
SHP-18007,2025-11-01,Rotterdam,Los Angeles,Maersk,Clear,24.81,0.72,9555,0,0
SHP-18008,2025-02-24,Hamburg,Shanghai,Hapag-Lloyd,Storm,16.61,0.76,3659,1,12
SHP-18009,2025-11-12,Hamburg,Dubai,Hapag-Lloyd,Clear,19.94,0.12,3036,0,0
SHP-18010,2025-05-27,Rotterdam,Singapore,COSCO,Rain,10.93,0.24,3044,0,0
SHP-18011,2025-09-28,Los Angeles,Rotterdam,Evergreen,Clear,11.92,0.18,5381,0,0
SHP-18012,2025-07-25,Los Angeles,Singapore,Hapag-Lloyd,Clear,23.03,0.91,10202,1,9
SHP-18013,2025-03-14,Dubai,Hamburg,Evergreen,Rain,18.67,0.7,6569,0,0
SHP-18014,2025-09-13,Shanghai,Hamburg,COSCO,Rain,18.54,0.95,9334,1,13
SHP-18015,2025-06-16,Rotterdam,Singapore,Evergreen,Rain,26.32,0.44,7048,0,0
SHP-18016,2025-09-19,Hamburg,Shanghai,Evergreen,Rain,14.66,0.26,8850,1,4
SHP-18017,2025-11-06,Dubai,Rotterdam,Maersk,Clear,15.77,0.96,8066,0,0
SHP-18018,2025-07-01,Los Angeles,Rotterdam,Maersk,Clear,27.55,0.33,10765,0,0
SHP-18019,2025-03-23,Dubai,Shanghai,Evergreen,Storm,25.07,0.64,5932,0,0
SHP-18020,2025-02-26,Shanghai,Singapore,MSC,Storm,22.77,0.37,4495,0,0
SHP-18021,2025-02-21,Los Angeles,Hamburg,MSC,Fog,13.56,0.22,11296,1,7
SHP-18022,2025-11-10,Singapore,Shanghai,COSCO,Rain,17.3,0.33,9465,0,0
SHP-18023,2025-03-21,Los Angeles,Rotterdam,Maersk,Fog,29.11,0.38,4641,0,0
SHP-18024,2025-09-26,Los Angeles,Rotterdam,Maersk,Clear,19.9,0.76,9121,1,14
SHP-18025,2025-03-27,Hamburg,Singapore,COSCO,Clear,25.29,0.39,8909,0,0
SHP-18026,2025-03-16,Singapore,Dubai,COSCO,Clear,28.79,0.65,9793,0,0
SHP-18027,2025-10-25,Rotterdam,Dubai,MSC,Clear,17.6,0.99,3196,0,0
SHP-18028,2025-08-26,Singapore,Dubai,Hapag-Lloyd,Rain,10.73,0.76,3648,0,0
SHP-18029,2025-08-31,Hamburg,Singapore,COSCO,Typhoon,10.02,0.49,6493,0,0
SHP-18030,2025-09-22,Dubai,Hamburg,Maersk,Clear,28.25,0.7,7113,0,0
SHP-18031,2025-07-29,Hamburg,Los Angeles,MSC,Rain,27.62,0.42,9182,0,0
SHP-18032,2025-07-05,Hamburg,Los Angeles,Hapag-Lloyd,Clear,10.04,0.38,3759,0,0
SHP-18033,2025-01-14,Shanghai,Singapore,Evergreen,Clear,19.51,0.97,8012,0,0
SHP-18034,2025-02-24,Rotterdam,Shanghai,Evergreen,Clear,19.35,0.39,11503,1,10
SHP-18035,2025-02-18,Rotterdam,Dubai,Evergreen,Clear,18.83,0.21,4190,1,11
SHP-18036,2025-05-18,Shanghai,Dubai,COSCO,Typhoon,28.18,0.26,9391,0,0
SHP-18037,2025-07-15,Shanghai,Rotterdam,Hapag-Lloyd,Typhoon,19.42,0.31,5562,0,0
SHP-18038,2025-06-06,Singapore,Hamburg,Hapag-Lloyd,Storm,11.33,0.39,11751,0,0
SHP-18039,2025-04-10,Los Angeles,Rotterdam,Hapag-Lloyd,Clear,17.02,0.7,4874,1,14
SHP-18040,2025-01-11,Los Angeles,Rotterdam,COSCO,Clear,25.72,0.13,6394,0,0
SHP-18041,2025-12-20,Singapore,Dubai,MSC,Storm,26.28,0.72,3181,0,0
SHP-18042,2025-01-03,Shanghai,Los Angeles,COSCO,Clear,28.05,0.43,5758,0,0
SHP-18043,2025-07-23,Los Angeles,Singapore,Evergreen,Rain,28.34,0.5,6503,0,0
SHP-18044,2025-08-15,Rotterdam,Shanghai,Maersk,Clear,20.03,0.21,5173,0,0
SHP-18045,2025-03-12,Shanghai,Hamburg,Maersk,Clear,28.8,0.46,5662,0,0
SHP-18046,2025-01-04,Rotterdam,Los Angeles,Maersk,Clear,21.85,0.25,5997,0,0
SHP-18047,2025-05-22,Shanghai,Dubai,Hapag-Lloyd,Storm,24.6,0.77,8585,1,3
SHP-18048,2025-08-17,Shanghai,Rotterdam,Evergreen,Clear,18.75,0.18,3969,0,0
SHP-18049,2025-09-24,Dubai,Hamburg,Evergreen,Clear,27.29,0.3,11670,0,0
SHP-18050,2025-10-27,Hamburg,Shanghai,MSC,Clear,20.06,0.5,11983,1,3
SHP-18051,2025-04-19,Singapore,Los Angeles,Maersk,Clear,12.59,0.51,5523,0,0
SHP-18052,2025-04-25,Singapore,Hamburg,Maersk,Storm,26.32,0.57,8533,0,0
SHP-18053,2025-03-07,Singapore,Dubai,Hapag-Lloyd,Clear,15.09,0.33,6078,0,0
SHP-18054,2025-09-21,Los Angeles,Shanghai,Maersk,Clear,13.69,0.85,10739,0,0
SHP-18055,2025-10-28,Los Angeles,Shanghai,MSC,Clear,22.35,0.52,6604,0,0
SHP-18056,2025-09-21,Hamburg,Los Angeles,MSC,Storm,15.13,0.47,3275,1,6
SHP-18057,2025-12-18,Hamburg,Singapore,Maersk,Storm,13.03,0.58,6623,0,0
SHP-18058,2025-10-09,Los Angeles,Singapore,COSCO,Clear,10.44,0.2,11939,0,0
SHP-18059,2025-09-05,Los Angeles,Dubai,Maersk,Clear,14.35,0.45,8154,0,0
SHP-18060,2025-02-27,Singapore,Hamburg,Maersk,Rain,26.74,0.34,3463,0,0
SHP-18061,2025-12-23,Singapore,Rotterdam,Hapag-Lloyd,Clear,16.63,0.32,6204,0,0
SHP-18062,2025-03-08,Hamburg,Los Angeles,Maersk,Rain,24.84,0.41,9968,0,0
SHP-18063,2025-03-15,Rotterdam,Singapore,MSC,Clear,21.44,0.81,3170,0,0
SHP-18064,2025-06-10,Rotterdam,Hamburg,COSCO,Rain,22.88,0.78,3590,0,0
SHP-18065,2025-06-07,Los Angeles,Rotterdam,Maersk,Clear,20.18,0.97,9778,1,11
SHP-18066,2025-09-01,Dubai,Los Angeles,Maersk,Storm,16.92,0.98,6396,1,4
SHP-18067,2025-05-17,Shanghai,Rotterdam,COSCO,Clear,22.18,0.49,3263,0,0
SHP-18068,2025-05-16,Los Angeles,Dubai,Hapag-Lloyd,Clear,25.77,0.93,11579,0,0
SHP-18069,2025-09-14,Singapore,Dubai,Hapag-Lloyd,Rain,22.2,0.16,11523,0,0
SHP-18070,2025-11-03,Rotterdam,Hamburg,COSCO,Clear,20.49,0.19,3378,0,0
SHP-18071,2025-04-29,Shanghai,Los Angeles,Evergreen,Clear,20.31,0.31,8109,0,0
SHP-18072,2025-10-04,Singapore,Shanghai,Maersk,Clear,21.1,0.76,10022,1,13
SHP-18073,2025-12-31,Singapore,Dubai,COSCO,Clear,23.65,0.61,8822,0,0
SHP-18074,2025-12-04,Singapore,Dubai,COSCO,Clear,28.1,0.76,6394,0,0
SHP-18075,2025-01-23,Rotterdam,Singapore,COSCO,Clear,20.6,0.88,3911,1,9
SHP-18076,2025-02-22,Los Angeles,Dubai,Maersk,Fog,11.13,0.58,3408,0,0
SHP-18077,2025-04-19,Shanghai,Hamburg,Maersk,Fog,16.87,0.63,6760,0,0
SHP-18078,2025-09-10,Singapore,Shanghai,Evergreen,Rain,11.31,0.16,10680,0,0
SHP-18079,2025-12-11,Rotterdam,Singapore,Evergreen,Rain,26.3,0.2,6491,0,0
SHP-18080,2025-02-18,Hamburg,Rotterdam,Hapag-Lloyd,Typhoon,20.84,0.3,11991,0,0
SHP-18081,2025-11-09,Rotterdam,Singapore,MSC,Clear,10.57,0.56,10710,0,0
SHP-18082,2025-07-31,Singapore,Hamburg,COSCO,Fog,28.98,0.81,6828,1,9
SHP-18083,2025-03-01,Hamburg,Los Angeles,Maersk,Clear,23.27,0.81,8662,0,0
SHP-18084,2025-05-19,Los Angeles,Rotterdam,Evergreen,Storm,21.71,0.73,9941,1,11
SHP-18085,2025-01-24,Hamburg,Dubai,Hapag-Lloyd,Typhoon,27.38,0.49,8171,0,0
SHP-18086,2025-03-01,Singapore,Rotterdam,MSC,Clear,19.39,0.42,6767,0,0
SHP-18087,2025-02-10,Hamburg,Los Angeles,Hapag-Lloyd,Fog,24.1,0.28,11986,0,0
SHP-18088,2025-09-19,Shanghai,Los Angeles,MSC,Rain,13.32,0.19,11389,0,0
SHP-18089,2025-05-28,Hamburg,Rotterdam,MSC,Rain,22.73,0.69,4301,0,0
SHP-18090,2025-09-05,Dubai,Rotterdam,Maersk,Clear,10.56,0.56,6319,0,0
SHP-18091,2025-08-05,Singapore,Rotterdam,COSCO,Fog,28.07,0.21,4326,0,0
SHP-18092,2025-04-04,Singapore,Rotterdam,Evergreen,Clear,23.2,0.65,5175,0,0
